CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,FM_score,Segment,tenure_days,historical_clv,has_sufficient_history,projected_annual_value,churn_probability,risk_tier,value_tier,recommended_action
12365.0,291,1,320.69,2,1,2,2,Hibernating,0,320.69,False,,0.79576087,High,Low,Low-cost automated nudge only (not worth heavy investment)
12366.0,634,1,500.24,1,1,2,2,Hibernating,0,500.24,False,,0.94321764,High,Medium,Automated retention email / limited-time offer
12367.0,4,1,150.9,5,1,1,1,Promising,0,150.9,False,,0.39714155,Low,Low,No action needed
12368.0,628,1,917.7,1,1,3,2,Hibernating,0,917.7,False,,0.93939906,High,Medium,Automated retention email / limited-time offer
12369.0,413,3,1511.15,1,2,4,3,At Risk,228,1511.15,True,2419.165570175439,0.80964667,High,High,"Urgent retention offer (personal outreach, discount, loyalty perk)"
12370.0,51,7,3956.56,4,4,5,4,Loyal Customers,617,3956.56,True,2340.590599675851,0.32013437,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12371.0,60,4,3347.38,3,3,5,4,Loyal Customers,585,3347.38,True,2088.536239316239,0.39242485,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12372.0,72,3,1196.04,3,2,4,3,Loyal Customers,224,1196.04,True,1948.9044642857143,0.36744407,Low,Medium,Maintain relationship / occasional check-in
12373.0,311,3,927.6500000000001,2,2,3,2,Hibernating,362,927.6500000000001,True,935.3377071823205,0.69474983,Medium,Medium,Standard engagement / newsletter
12374.0,25,3,2669.22,4,2,4,3,Loyal Customers,563,2669.22,True,1730.4889875666074,0.6222137,Medium,High,Proactive engagement (early access to new features/products)
12375.0,3,3,375.42,5,2,2,2,Potential Loyalist,95,375.42,True,1442.403157894737,0.29785478,Low,Low,No action needed
12376.0,390,2,383.15,2,2,2,2,Hibernating,28,383.15,False,,0.87901926,High,Low,Low-cost automated nudge only (not worth heavy investment)
12377.0,315,4,3266.32,2,3,5,4,At Risk,274,3266.32,True,4351.119708029197,0.7414373,Medium,High,Proactive engagement (early access to new features/products)
12379.0,82,5,1468.27,3,3,4,4,Loyal Customers,452,1468.27,True,1185.6605088495573,0.4870354,Medium,Medium,Standard engagement / newsletter
12380.0,22,10,7171.0,4,4,5,4,Loyal Customers,640,7171.0,True,4089.7109375,0.22376436,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12381.0,5,4,1433.46,5,3,4,4,Champions,115,1433.46,True,4549.677391304348,0.27540824,Low,Medium,Maintain relationship / occasional check-in
12383.0,185,6,1617.31,2,4,4,4,At Risk,167,1617.31,True,3534.8392215568865,0.46986115,Medium,High,Proactive engagement (early access to new features/products)
12384.0,29,3,406.16,4,2,2,2,Potential Loyalist,92,406.16,True,1611.3956521739133,0.33528718,Low,Low,No action needed
12385.0,379,1,1668.4,2,1,4,2,Hibernating,0,1668.4,False,,0.82492113,High,High,"Urgent retention offer (personal outreach, discount, loyalty perk)"
12386.0,338,2,401.9,2,2,2,2,Hibernating,29,401.9,False,,0.76329035,High,Low,Low-cost automated nudge only (not worth heavy investment)
12387.0,415,1,143.94,1,1,1,1,Lost,0,143.94,False,,0.92142105,High,Low,Low-cost automated nudge only (not worth heavy investment)
12388.0,16,8,3901.11,5,4,5,4,Champions,566,3901.11,True,2515.7334805653713,0.46831766,Medium,High,Proactive engagement (early access to new features/products)
12389.0,403,3,1433.33,2,2,4,3,At Risk,253,1433.33,True,2067.847628458498,0.8089841,High,Medium,Automated retention email / limited-time offer
12390.0,80,1,504.84,3,1,2,2,Need Attention,0,504.84,False,,0.61399966,Medium,Medium,Standard engagement / newsletter
12391.0,22,7,2699.24,4,4,4,4,Loyal Customers,641,2699.24,True,1537.0087363494538,0.27604362,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12392.0,591,1,234.75000000000003,1,1,1,1,Lost,0,234.75000000000003,False,,0.9483409,High,Low,Low-cost automated nudge only (not worth heavy investment)
12393.0,72,7,2376.75,3,4,4,4,Loyal Customers,356,2376.75,True,2436.8363764044943,0.272273,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12394.0,64,2,1080.48,3,2,3,2,Need Attention,153,1080.48,True,2577.61568627451,0.5182525,Medium,Medium,Standard engagement / newsletter
12395.0,16,18,4220.82,5,5,5,5,Champions,587,4220.82,True,2624.530323679727,0.14765643,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12396.0,674,1,931.43,1,1,3,2,Hibernating,0,931.43,False,,0.93360686,High,Medium,Automated retention email / limited-time offer
12397.0,36,2,2214.9,4,2,4,3,Loyal Customers,99,2214.9,True,8166.045454545455,0.28460366,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12399.0,119,7,1842.3,3,4,4,4,Loyal Customers,525,1842.3,True,1280.8371428571427,0.38431916,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12400.0,414,1,205.25,1,1,1,1,Lost,0,205.25,False,,0.90923387,High,Low,Low-cost automated nudge only (not worth heavy investment)
12401.0,303,1,69.3,2,1,1,1,Hibernating,0,69.3,False,,0.92380464,High,Low,Low-cost automated nudge only (not worth heavy investment)
12402.0,323,7,1124.15,2,4,3,4,At Risk,347,1124.15,True,1182.46325648415,0.7335095,Medium,Medium,Standard engagement / newsletter
12403.0,50,2,947.36,4,2,3,2,Potential Loyalist,471,947.36,True,734.1537154989385,0.76529944,High,Medium,Automated retention email / limited-time offer
12405.0,149,1,1390.39,3,1,4,2,Need Attention,0,1390.39,False,,0.7793646,High,Medium,Automated retention email / limited-time offer
12406.0,22,7,6072.21,4,4,5,4,Loyal Customers,675,6072.21,True,3283.4913333333334,0.3974473,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12407.0,50,5,1507.12,4,3,4,4,Loyal Customers,214,1507.12,True,2570.5551401869157,0.25331917,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12408.0,33,13,3859.64,4,5,5,5,Champions,465,3859.64,True,3029.6098924731177,0.19255777,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12410.0,301,4,761.46,2,3,3,3,At Risk,201,761.46,True,1382.7507462686567,0.6670174,Medium,Medium,Standard engagement / newsletter
12411.0,410,1,346.9,1,1,2,2,Hibernating,0,346.9,False,,0.89973944,High,Low,Low-cost automated nudge only (not worth heavy investment)
12412.0,75,8,2389.03,3,4,4,4,Loyal Customers,464,2389.03,True,1879.3016163793104,0.26522225,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12413.0,67,5,861.5,3,3,3,3,Loyal Customers,335,861.5,True,938.6492537313433,0.49185646,Medium,Medium,Standard engagement / newsletter
12414.0,217,5,442.40999999999997,2,3,2,2,Hibernating,246,442.40999999999997,True,656.4213414634146,0.7332229,Medium,Low,"Low-touch, monitor only"
12416.0,657,1,202.56,1,1,1,1,Lost,0,202.56,False,,0.9310828,High,Low,Low-cost automated nudge only (not worth heavy investment)
12417.0,3,27,5889.71,5,5,5,5,Champions,730,5889.71,True,2944.855,0.01809451,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12418.0,113,5,2016.95,3,3,4,4,Loyal Customers,517,2016.95,True,1423.9588974854933,0.43743497,Medium,High,Proactive engagement (early access to new features/products)
12419.0,386,2,391.01,2,2,2,2,Hibernating,27,391.01,False,,0.87901926,High,Low,Low-cost automated nudge only (not worth heavy investment)
12420.0,64,1,600.39,3,1,3,2,Need Attention,0,600.39,False,,0.5567476,Medium,Medium,Standard engagement / newsletter
12421.0,16,7,869.6,5,4,3,4,Champions,489,869.6,True,649.0879345603272,0.5045401,Medium,Medium,Standard engagement / newsletter
12422.0,96,12,3639.35,3,5,5,5,Loyal Customers,625,3639.35,True,2125.3804,0.15830009,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12423.0,1,11,2291.19,5,5,4,4,Champions,465,2291.19,True,1798.4609677419355,0.14623782,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12424.0,163,7,3289.7799999999997,3,4,5,4,Loyal Customers,569,3289.7799999999997,True,2110.3158172231983,0.4190501,Medium,High,Proactive engagement (early access to new features/products)
12425.0,78,3,1680.81,3,2,4,3,Loyal Customers,370,1680.81,True,1658.0963513513514,0.4643155,Medium,High,Proactive engagement (early access to new features/products)
12426.0,195,3,1167.41,2,2,4,3,At Risk,468,1167.41,True,910.4800213675215,0.63752496,Medium,Medium,Standard engagement / newsletter
12427.0,12,5,582.37,5,3,3,3,Loyal Customers,360,582.37,True,590.4584722222222,0.50905216,Medium,Medium,Standard engagement / newsletter
12428.0,26,11,6366.0,4,5,5,5,Champions,257,6366.0,True,9041.206225680935,0.07865451,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12429.0,9,9,5792.01,5,4,5,4,Champions,537,5792.01,True,3936.841061452514,0.21629271,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12430.0,43,1,216.4,4,1,1,1,New Customers,0,216.4,False,,0.4684165,Medium,Low,"Low-touch, monitor only"
12431.0,36,31,9963.66,4,5,5,5,Champions,658,9963.66,True,5526.954255319149,0.14772616,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12432.0,43,4,4359.32,4,3,5,4,Loyal Customers,129,4359.32,True,12334.51007751938,0.3671632,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12434.0,85,5,1062.48,3,3,3,3,Loyal Customers,296,1062.48,True,1310.1527027027028,0.6785623,Medium,Medium,Standard engagement / newsletter
12435.0,80,6,13925.93,3,4,5,4,Loyal Customers,657,13925.93,True,7736.627777777778,0.43043318,Medium,High,Proactive engagement (early access to new features/products)
12436.0,100,1,429.01,3,1,2,2,Need Attention,0,429.01,False,,0.6662491,Medium,Low,"Low-touch, monitor only"
12437.0,2,45,11011.85,5,5,5,5,Champions,735,11011.85,True,5468.469727891157,0.014366574,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12438.0,14,2,2466.85,5,2,4,3,Loyal Customers,125,2466.85,True,7203.202,0.4110351,Medium,High,Proactive engagement (early access to new features/products)
12439.0,683,3,1089.18,1,2,3,2,Hibernating,43,1089.18,True,9245.36511627907,0.8769843,High,Medium,Automated retention email / limited-time offer
12440.0,457,3,648.15,1,2,3,2,Hibernating,260,648.15,True,909.9028846153847,0.80674183,High,Medium,Automated retention email / limited-time offer
12441.0,367,1,155.55,2,1,1,1,Hibernating,0,155.55,False,,0.9166235,High,Low,Low-cost automated nudge only (not worth heavy investment)
12442.0,3,1,144.06,5,1,1,1,Promising,0,144.06,False,,0.39714155,Low,Low,No action needed
12443.0,732,1,365.31,1,1,2,2,Hibernating,0,365.31,False,,0.952653,High,Low,Low-cost automated nudge only (not worth heavy investment)
12444.0,21,5,4085.46,4,3,5,4,Loyal Customers,149,4085.46,True,10008.006040268456,0.24749063,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12445.0,22,3,370.48,4,2,2,2,Potential Loyalist,398,370.48,True,339.7618090452262,0.53301305,Medium,Low,"Low-touch, monitor only"
12446.0,58,1,1002.3100000000001,3,1,3,2,Need Attention,0,1002.3100000000001,False,,0.43183953,Medium,Medium,Standard engagement / newsletter
12447.0,243,1,431.49,2,1,2,2,Hibernating,0,431.49,False,,0.8808718,High,Low,Low-cost automated nudge only (not worth heavy investment)
12448.0,44,1,365.45,4,1,2,2,Potential Loyalist,0,365.45,False,,0.47543135,Medium,Low,"Low-touch, monitor only"
12449.0,22,5,4274.89,4,3,5,4,Loyal Customers,416,4274.89,True,3750.804927884616,0.4802983,Medium,High,Proactive engagement (early access to new features/products)
12450.0,156,7,666.95,3,4,3,4,Loyal Customers,318,666.95,True,765.5243710691824,0.73584545,Medium,Medium,Standard engagement / newsletter
12451.0,11,10,12506.53,5,4,5,4,Champions,518,12506.53,True,8812.516312741313,0.1568709,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12452.0,17,1,348.57,5,1,2,2,Potential Loyalist,0,348.57,False,,0.4508813,Medium,Low,"Low-touch, monitor only"
12453.0,134,1,707.09,3,1,3,2,Need Attention,0,707.09,False,,0.6595369,Medium,Medium,Standard engagement / newsletter
12454.0,53,7,4098.96,4,4,5,4,Loyal Customers,367,4098.96,True,4076.622343324251,0.42283133,Medium,High,Proactive engagement (early access to new features/products)
12455.0,73,9,5722.95,3,4,5,4,Loyal Customers,648,5722.95,True,3223.5752314814813,0.27550504,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12456.0,44,4,2553.89,4,3,4,4,Loyal Customers,210,2553.89,True,4438.904047619048,0.17242998,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12457.0,58,13,2032.31,3,5,4,4,Loyal Customers,376,2032.31,True,1972.8541223404254,0.22932702,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12458.0,71,4,1502.49,3,3,4,4,Loyal Customers,416,1502.49,True,1318.2905048076923,0.51341134,Medium,High,Proactive engagement (early access to new features/products)
12459.0,605,1,398.36,1,1,2,2,Hibernating,0,398.36,False,,0.9585048,High,Low,Low-cost automated nudge only (not worth heavy investment)
12460.0,456,1,296.65,1,1,2,2,Hibernating,0,296.65,False,,0.8993392,High,Low,Low-cost automated nudge only (not worth heavy investment)
12461.0,155,1,626.88,3,1,3,2,Need Attention,0,626.88,False,,0.6733731,Medium,Medium,Standard engagement / newsletter
12462.0,2,4,872.01,5,3,3,3,Loyal Customers,300,872.01,True,1060.9455,0.2423607,Low,Medium,Maintain relationship / occasional check-in
12463.0,46,6,1165.63,4,4,4,4,Loyal Customers,195,1165.63,True,2181.8202564102567,0.2299811,Low,Medium,Maintain relationship / occasional check-in
12464.0,10,8,957.05,5,4,3,4,Champions,299,957.05,True,1168.3051839464881,0.17321949,Low,Medium,Maintain relationship / occasional check-in
12465.0,8,3,673.89,5,2,3,2,Potential Loyalist,161,673.89,True,1527.7630434782607,0.32744843,Low,Medium,Maintain relationship / occasional check-in
12467.0,386,2,0.0,2,2,1,2,Hibernating,37,0.0,True,0.0,0.88905865,High,Low,Low-cost automated nudge only (not worth heavy investment)
12468.0,143,10,3192.55,3,4,5,4,Loyal Customers,546,3192.55,True,2134.213827838828,0.36326,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12470.0,690,1,211.95,1,1,1,1,Lost,0,211.95,False,,0.9331967,High,Low,Low-cost automated nudge only (not worth heavy investment)
12471.0,2,120,33294.92,5,5,5,5,Champions,735,33294.92,True,16534.211972789115,0.018293187,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12472.0,31,37,14169.69,4,5,5,5,Champions,700,14169.69,True,7388.4812142857145,0.06868789,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12473.0,54,4,2545.27,4,3,4,4,Loyal Customers,138,2545.27,True,6732.054710144928,0.13255164,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12474.0,17,52,10886.75,5,5,5,5,Champions,649,10886.75,True,6122.748459167951,0.028870016,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12475.0,54,2,1065.64,4,2,3,2,Potential Loyalist,356,1065.64,True,1092.5803370786518,0.6750605,Medium,Medium,Standard engagement / newsletter
12476.0,1,33,11920.12,5,5,5,5,Champions,500,11920.12,True,8701.687600000001,0.027047824,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12477.0,23,12,20173.64,4,5,5,5,Champions,600,20173.64,True,12272.297666666665,0.10144453,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12478.0,4,1,545.99,5,1,2,2,Potential Loyalist,0,545.99,False,,0.24653341,Low,Medium,Maintain relationship / occasional check-in
12479.0,4,3,423.3,5,2,2,2,Potential Loyalist,7,423.3,False,,0.20208332,Low,Low,No action needed
12480.0,28,8,4805.1,4,4,5,4,Loyal Customers,479,4805.1,True,3661.506263048017,0.27751535,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12481.0,23,17,10889.15,4,5,5,5,Champions,584,10889.15,True,6805.71875,0.18861271,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12483.0,17,23,4007.9300000000003,5,5,5,5,Champions,660,4007.9300000000003,True,2216.5067424242425,0.055454105,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12484.0,35,13,5490.8,4,5,5,5,Champions,701,5490.8,True,2858.9757489301,0.049323745,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12485.0,529,1,708.1,1,1,3,2,Hibernating,0,708.1,False,,0.81003547,High,Medium,Automated retention email / limited-time offer
12486.0,432,1,917.28,1,1,3,2,Hibernating,0,917.28,False,,0.7793436,High,Medium,Automated retention email / limited-time offer
12487.0,731,2,259.8,1,2,1,2,Hibernating,0,259.8,False,,0.88245237,High,Low,Low-cost automated nudge only (not worth heavy investment)
12488.0,10,3,1244.66,5,2,4,3,Loyal Customers,65,1244.66,True,6989.244615384616,0.21936764,Low,Medium,Maintain relationship / occasional check-in
12489.0,336,1,298.93,2,1,2,2,Hibernating,0,298.93,False,,0.7435269,Medium,Low,"Low-touch, monitor only"
12490.0,5,21,8759.64,5,5,5,5,Champions,733,8759.64,True,4361.894406548431,0.024881607,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12491.0,39,1,424.40000000000003,4,1,2,2,Potential Loyalist,0,424.40000000000003,False,,0.28129253,Low,Low,No action needed
12492.0,63,3,607.21,3,2,3,2,Need Attention,340,607.21,True,651.8577941176471,0.5565974,Medium,Medium,Standard engagement / newsletter
12493.0,166,3,362.79,3,2,2,2,Need Attention,31,362.79,True,4271.559677419355,0.6305915,Medium,Low,"Low-touch, monitor only"
12494.0,10,17,1451.92,5,5,4,4,Champions,566,1451.92,True,936.3088339222616,0.30484024,Low,Medium,Maintain relationship / occasional check-in
12495.0,635,2,243.4,1,2,1,2,Hibernating,5,243.4,False,,0.90375704,High,Low,Low-cost automated nudge only (not worth heavy investment)
12496.0,620,2,45.34,1,2,1,2,Hibernating,0,45.34,False,,0.90528697,High,Low,Low-cost automated nudge only (not worth heavy investment)
12498.0,21,3,349.70000000000005,4,2,2,2,Potential Loyalist,36,349.70000000000005,True,3545.569444444445,0.3237379,Low,Low,No action needed
12499.0,560,1,357.71999999999997,1,1,2,2,Hibernating,0,357.71999999999997,False,,0.96219695,High,Low,Low-cost automated nudge only (not worth heavy investment)
12500.0,23,24,5494.3099999999995,4,5,5,5,Champions,650,5494.3099999999995,True,3085.266384615384,0.0602281,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12501.0,315,2,1945.68,2,2,4,3,At Risk,21,1945.68,False,,0.4989496,Medium,High,Proactive engagement (early access to new features/products)
12502.0,96,5,2995.87,3,3,5,4,Loyal Customers,214,2995.87,True,5109.778271028037,0.2818285,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12503.0,584,1,896.0,1,1,3,2,Hibernating,0,896.0,False,,0.925372,High,Medium,Automated retention email / limited-time offer
12504.0,18,6,321.0,5,4,2,3,Loyal Customers,578,321.0,True,202.7076124567474,0.7430815,Medium,Low,"Low-touch, monitor only"
12505.0,393,2,744.5,2,2,3,2,Hibernating,15,744.5,False,,0.7807808,High,Medium,Automated retention email / limited-time offer
12506.0,233,1,73.5,2,1,1,1,Hibernating,0,73.5,False,,0.8949541,High,Low,Low-cost automated nudge only (not worth heavy investment)
12507.0,134,5,1461.31,3,3,4,4,Loyal Customers,450,1461.31,True,1185.2847777777777,0.65969294,Medium,Medium,Standard engagement / newsletter
12508.0,26,2,397.88,4,2,2,2,Potential Loyalist,2,397.88,False,,0.36308253,Low,Low,No action needed
12509.0,284,1,158.5,2,1,1,1,Hibernating,0,158.5,False,,0.8904892,High,Low,Low-cost automated nudge only (not worth heavy investment)
12510.0,143,9,2989.33,3,4,5,4,Loyal Customers,592,2989.33,True,1843.0835304054053,0.348028,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12511.0,415,2,3065.77,1,2,5,4,At Risk,14,3065.77,False,,0.844886,High,High,"Urgent retention offer (personal outreach, discount, loyalty perk)"
12512.0,66,2,132.18,3,2,1,2,Need Attention,0,132.18,False,,0.74725676,Medium,Low,"Low-touch, monitor only"
12513.0,85,2,532.79,3,2,2,2,Need Attention,28,532.79,False,,0.5736726,Medium,Medium,Standard engagement / newsletter
12514.0,267,2,1597.76,2,2,4,3,At Risk,374,1597.76,True,1559.3112299465242,0.82700217,High,High,"Urgent retention offer (personal outreach, discount, loyalty perk)"
12515.0,353,1,278.7,2,1,2,2,Hibernating,0,278.7,False,,0.67648846,Medium,Low,"Low-touch, monitor only"
12516.0,78,4,2288.62,3,3,4,4,Loyal Customers,521,2288.62,True,1603.3518234165067,0.5640089,Medium,High,Proactive engagement (early access to new features/products)
12517.0,28,5,2263.65,4,3,4,4,Loyal Customers,161,2263.65,True,5131.877329192547,0.18547958,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12518.0,1,5,1840.89,5,3,4,4,Champions,109,1840.89,True,6164.448165137615,0.23706064,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12519.0,64,3,595.19,3,2,3,2,Need Attention,413,595.19,True,526.0153753026635,0.59701496,Medium,Medium,Standard engagement / newsletter
12520.0,79,6,2294.5099999999998,3,4,4,4,Loyal Customers,194,2294.5099999999998,True,4316.990463917526,0.17907664,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12521.0,143,1,545.68,3,1,2,2,Need Attention,0,545.68,False,,0.6821837,Medium,Medium,Standard engagement / newsletter
12522.0,39,2,156.72,4,2,1,2,Potential Loyalist,12,156.72,False,,0.63412803,Medium,Low,"Low-touch, monitor only"
12523.0,2,30,3877.05,5,5,5,5,Champions,736,3877.05,True,1922.7218070652175,0.026518416,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12524.0,9,18,9759.36,5,5,5,5,Champions,660,9759.36,True,5397.221818181818,0.05734964,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12525.0,491,8,745.1800000000001,1,4,3,4,At Risk,244,745.1800000000001,True,1114.7159836065575,0.8590425,High,Medium,Automated retention email / limited-time offer
12526.0,1,3,1172.66,5,2,4,3,Loyal Customers,93,1172.66,True,4602.375268817204,0.28450698,Low,Medium,Maintain relationship / occasional check-in
12527.0,82,5,717.51,3,3,3,3,Loyal Customers,447,717.51,True,585.8862416107382,0.5725922,Medium,Medium,Standard engagement / newsletter
12528.0,9,8,1634.28,5,4,4,4,Champions,303,1634.28,True,1968.6871287128715,0.14106432,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12529.0,523,2,311.78000000000003,1,2,2,2,Hibernating,5,311.78000000000003,False,,0.862512,High,Low,Low-cost automated nudge only (not worth heavy investment)
12530.0,60,11,3329.86,3,5,5,5,Loyal Customers,582,3329.86,True,2088.314261168385,0.2434275,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12531.0,15,3,1737.05,5,2,4,3,Loyal Customers,671,1737.05,True,944.8930700447092,0.48974654,Medium,High,Proactive engagement (early access to new features/products)
12532.0,30,1,313.83000000000004,4,1,2,2,Potential Loyalist,0,313.83000000000004,False,,0.4205127,Medium,Low,"Low-touch, monitor only"
12533.0,619,6,1005.99,1,4,3,4,At Risk,119,1005.99,True,3085.5995798319327,0.891872,High,Medium,Automated retention email / limited-time offer
12534.0,131,1,981.18,3,1,3,2,Need Attention,0,981.18,False,,0.71851194,Medium,Medium,Standard engagement / newsletter
12535.0,92,2,716.35,3,2,3,2,Need Attention,94,716.35,True,2781.571808510638,0.55625045,Medium,Medium,Standard engagement / newsletter
12537.0,409,1,612.9399999999999,1,1,3,2,Hibernating,0,612.9399999999999,False,,0.727877,Medium,Medium,Standard engagement / newsletter
12538.0,29,2,640.45,4,2,3,2,Potential Loyalist,349,640.45,True,669.8116045845272,0.62953913,Medium,Medium,Standard engagement / newsletter
12539.0,22,7,11186.75,4,4,5,4,Loyal Customers,694,11186.75,True,5883.521253602305,0.4137719,Medium,High,Proactive engagement (early access to new features/products)
12540.0,20,34,19159.29,4,5,5,5,Champions,712,19159.29,True,9821.827036516854,0.112947695,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
12541.0,30,3,841.18,4,2,3,2,Potential Loyalist,251,841.18,True,1223.2298804780876,0.33449605,Low,Medium,Maintain relationship / occasional check-in
12542.0,484,4,423.38,1,3,2,2,Hibernating,156,423.38,True,990.600641025641,0.7954513,High,Low,Low-cost automated nudge only (not worth heavy investment)
12543.0,448,1,840.25,1,1,3,2,Hibernating,0,840.25,False,,0.79021233,High,Medium,Automated retention email / limited-time offer
12544.0,30,2,299.7,4,2,2,2,Potential Loyalist,6,299.7,False,,0.41067827,Medium,Low,"Low-touch, monitor only"
12545.0,75,2,832.39,3,2,3,2,Need Attention,184,832.39,True,1651.2084239130434,0.43423715,Medium,Medium,Standard engagement / newsletter
12546.0,47,3,1001.5,4,2,3,2,Potential Loyalist,31,1001.5,True,11791.854838709676,0.3076106,Low,Medium,Maintain relationship / occasional check-in
12547.0,198,3,299.58,2,2,2,2,Hibernating,302,299.58,True,362.07516556291387,0.71832985,Medium,Low,"Low-touch, monitor only"
